in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.45E+02,2.754E+02,-5.527E+01,-1.774E+02,5.000E+00
1.46E+02,2.818E+02,-5.527E+01,-1.774E+02,5.000E+00
1.47E+02,2.884E+02,-5.531E+01,-1.775E+02,5.000E+00
1.48E+02,2.951E+02,-5.529E+01,-1.775E+02,5.000E+00
1.49E+02,3.020E+02,-5.530E+01,-1.773E+02,5.000E+00
1.50E+02,3.090E+02,-5.532E+01,-1.774E+02,5.000E+00
1.51E+02,3.162E+02,-5.527E+01,-1.776E+02,5.000E+00
1.52E+02,3.236E+02,-5.530E+01,-1.775E+02,5.000E+00
1.53E+02,3.311E+02,-5.530E+01,-1.775E+02,5.000E+00
1.54E+02,3.388E+02,-5.528E+01,-1.775E+02,5.000E+00
1.55E+02,3.467E+02,-5.525E+01,-1.778E+02,5.000E+00
1.56E+02,3.548E+02,-5.529E+01,-1.781E+02,5.000E+00
1.57E+02,3.631E+02,-5.530E+01,-1.781E+02,5.000E+00
1.58E+02,3.715E+02,-5.529E+01,-1.779E+02,5.000E+00
1.59E+02,3.802E+02,-5.528E+01,-1.780E+02,5.000E+00
1.60E+02,3.890E+02,-5.531E+01,-1.780E+02,5.000E+00
1.61E+02,3.981E+02,-5.530E+01,-1.780E+02,5.000E+00
1.62E+02,4.074E+02,-5.530E+01,-1.781E+02,5.000E+00
1.63E+02,4.169E+02,-5.526E+01,-1.783E+02,5.000E+00
1.64E+02,4.266E+02,-5.528E+01,-1.783E+02,5.000E+00
1.65E+02,4.365E+02,-5.529E+01,-1.782E+02,5.000E+00
1.66E+02,4.467E+02,-5.529E+01,-1.782E+02,5.000E+00
1.67E+02,4.571E+02,-5.532E+01,-1.781E+02,5.000E+00
1.68E+02,4.677E+02,-5.529E+01,-1.784E+02,5.000E+00
1.69E+02,4.786E+02,-5.531E+01,-1.783E+02,5.000E+00
1.70E+02,4.898E+02,-5.530E+01,-1.785E+02,5.000E+00
1.71E+02,5.012E+02,-5.531E+01,-1.784E+02,5.000E+00
1.72E+02,5.129E+02,-5.529E+01,-1.786E+02,5.000E+00
1.73E+02,5.248E+02,-5.531E+01,-1.785E+02,5.000E+00
